,pathKey,pathName,location1Key,location1Name,location2Key,location2Name
410,Path(5088471321935872),Execution Chamber - Aseridith Keep Hallway,Location(6215675825094656),Execution Chamber,Location(5755749009457152),Aseridith Keep Hallway
411,Path(5903962560528384),Nomad Conclave 1 - Nomad Conclave 2,Location(6673370652344320),Nomad Conclave,Location(5185517074251776),Nomad Conclave
412,Path(5351245526073344),Nomad Conclave 2 - Nomad Camp Commons,Location(6673370652344320),Nomad Conclave,Location(6255055358394368),Nomad Camp Commons
413,Path(6637356476006400),High Road Forest Lookout - High Road: Ogre Pass,Location(6231380530823168),High Road: Ogre Pass,Location(4834678305456128),High Road: Forest Lookout
414,Path(5618164293435392),High Road WFC - Ogre Pass,Location(6231380530823168),High Road: Ogre Pass,Location(6248509229498368),High Road: Waterfall Clearing
415,Path(6078785775992832),High Road: Ogre Pass - Goliath Gulch Descent,Location(6231380530823168),High Road: Ogre Pass,Location(5951574616047616),Goliath Gulch Descent
416,Path(5788605599449088),Perigee Peak - Aphelion Shrine,Location(4607732636188672),Perigee Peak,Location(6276748270370816),Aphelion Shrine
417,Path(6469221025316864),Sandy Desert Pass - Rolling Dunes 1,Location(6236159440060416),Sandy Desert Pass,Location(4590542854815744),Rolling Dunes
418,Path(5038820134223872),City Outskirts - Sandy Desert Pass,Location(6236159440060416),Sandy Desert Pass,Location(5857622832971776),City Outskirts
419,Path(4726728514600960),Path to Combat Site: Orc Prince,Location(5687441444831232),Eridis Forest,Location(6421058082045952),Combat site: Orc Prince
420,Path(4593402413842432),shore to sea1,Location(5940601584353280),Lost Sea Shore,Location(6412108060164096),Lost Sea
421,Path(5820797095510016),Look to shore,Location(5940601584353280),Lost Sea Shore,Location(5005307494268928),Red Cliff's Edge
422,Path(5179734311305216),null,Location(5940601584353280),Lost Sea Shore,Location(5705433757515776),UNKNOWN
423,Path(4726718045093888),Lost Sea Shore - Shore Cave Entrance,Location(5940601584353280),Lost Sea Shore,Location(5993355440291840),Shore Cave Entrance
424,Path(5684633650855936),Tutorial 6 - Tutorial 7,Location(5192139767021568),Training Center,Location(4756749855752192),Training Center
425,Path(5262547350454272),Tutorial 7 - Tutorial 8,Location(5192139767021568),Training Center,Location(5528694259974144),Training Center
426,Path(5698225168187392),Alderai Coast3 - Alderai Trail1,Location(4572325261344768),Alderai Trail,Location(4966011023392768),Alderai Coast
427,Path(6512107445026816),Alderai Trail1 - Alderai Trail2,Location(4572325261344768),Alderai Trail,Location(6387411726630912),Alderai Trail
428,Path(6374789917704192),Troll Cave Entrance - New Troll Cave/Keep,Location(5084833928708096),Troll Cave,Location(5897906640912384),Troll Cave Entrance
429,Path(6475056353378304),Rocky Hill 5 - Goliath Gulch Descent,Location(4600623388950528),Rocky Hill,Location(5951574616047616),Goliath Gulch Descent
430,Path(6691982621540352),Old Mine 10 to Old Mine 10 - Southwest,Location(6286945395146752),Old Mine,Location(4895729587847168),Old Mine
431,Path(6671830961094656),BM - Hidden Pass,Location(6571210251960320),Hidden Pass,Location(5965801278406656),Black Mountain
432,Path(6713015543529472),Goliath Gulch Descent - Goliath Gulch,Location(5951574616047616),Goliath Gulch Descent,Location(6533289986228224),Goliath Gulch
433,Path(4632567141105664),Goliath Gulch River - Goliath Gulch Descent,Location(5951574616047616),Goliath Gulch Descent,Location(6722752167280640),Goliath Gulch River
434,Path(5951503013511168),Lizardfolk Marshland - Lizardfolk Hideout,Location(6503793394974720),Lizardfolk Marshland,Location(5662987243225088),Lizardking Hideout
435,Path(6451902136975360),Lizardfolk Marshland2 - Lizardfolk Marshland3,Location(6503793394974720),Lizardfolk Marshland,Location(5369435355348992),Lizardfolk Marshland
436,Path(5094255455895552),Gulchtop Overlook - Gulchtop Fortifications,Location(5051742795857920),Gulchtop Fortifications,Location(6729726053318656),Gulchtop Overlook
437,Path(4737816120000512),Gulchtop Fortifications - Drub'Lak Tribe Ogre Camp,Location(5051742795857920),Gulchtop Fortifications,Location(4526915240591360),Drub'Lak Tribe Ogre Camp
438,Path(5837069391233024),Bandit Fort Courtyard - Bandit Common Room,Location(4945141049065472),Bandit Fort Courtyard,Location(4910863291252736),Bandit's Common Room
439,Path(5791520649117696),Orc Camp - Orc Camp,Location(6004484656332800),Orc Camp,Location(6215834292715520),Orc Camp
440,Path(4533901007519744),Orc Outpost - Orc Camp,Location(6004484656332800),Orc Camp,Location(5581553321115648),Orc Outpost
441,Path(6310711798005760),Volantis - South Volantis Beach,Location(5546617318932480),Volantis,Location(4958687969935360),South Volantis Beach
442,Path(5014654950572032),Volantis - Volantis Town Hall,Location(5546617318932480),Volantis,Location(6621196929990656),Volantis Town Hall
443,Path(6065586807242752),Volantis - Northern Volantis Coastline,Location(5546617318932480),Volantis,Location(5963670924296192),Northern Volantis Coastline
444,Path(5941904289562624),Volantis - Volantis Arena,Location(5546617318932480),Volantis,Location(5532894400872448),Volantis Arena
445,Path(6051887472181248),Volantis - Volantis Docks,Location(5546617318932480),Volantis,Location(6029236821295104),Volantis Docks
446,Path(6507943183253504),FF 3 - Charred Forest,Location(5395564370329600),Forest Fire,Location(5490011506475008),Charred Forest
447,Path(6234168837013504),Dense Jungle - Dense Forest,Location(5027432209842176),Dense Forest,Location(4538703854698496),Dense Jungle
448,Path(6173638221365248),Dense Forest - Enchanted Forest,Location(5027432209842176),Dense Forest,Location(4848497063362560),Enchanted Forest
449,Path(5398369946042368),Dense Forest - High Road: Dense Forest,Location(5027432209842176),Dense Forest,Location(6708023485530112),High Road: Dense Forest
450,Path(5446295125229568),Northern Crags - Glacial Temple,Location(6483610526285824),Glacial Temple,Location(4542490997161984),Northern Crags
451,Path(5801337937723392),Old Mine 2 to Old Mine 3,Location(6713268504625152),Old Mine,Location(5807021387415552),Old Mine
452,Path(5414216362098688),Old Mine to Old Mine 2,Location(6713268504625152),Old Mine,Location(4550381602340864),Old Mine
453,Path(5474058208542720),Old Mine 3 to Old Mine 4,Location(5807021387415552),Old Mine,Location(5402915028074496),Old Mine
454,Path(4518967873372160),Gulchtop Climb - Gulchtop Overlook,Location(6729726053318656),Gulchtop Overlook,Location(5054881141882880),Gulchtop Climb
455,Path(6607282680889344),Trident - Gilded,Location(5582269139910656),The Trident,Location(5409986727378944),Gilded Passage Way
456,Path(5263159512268800),Austere - Gilded,Location(5582269139910656),The Trident,Location(6145774217854976),Austere Hallway
457,Path(5466356294090752),Passage - Trident,Location(5582269139910656),The Trident,Location(5092570659028992),Dark Passageway
458,Path(5969297232887808),Trident - Ornate,Location(5582269139910656),The Trident,Location(6060000365510656),Ornate Passageway
459,Path(4655617186201600),Mausoleum of Gol'Shlanek 2 - Mausoleum of Gol'Shlanek 3,Location(4709712366403584),Mausoleum of Gol'Shlanek,Location(4933975157506048),Mausoleum of Gol'Shlanek
460,Path(4716533353283584),Mausoleum of Gol'Shlanek 3 - Mausoleum of Gol'Shlanek 4,Location(4709712366403584),Mausoleum of Gol'Shlanek,Location(4534253691338752),Mausoleum of Gol'Shlanek 4
461,Path(5084972138627072),Massive Cavern - Tranquil Chamber,Location(5032945924702208),Tranquil Chamber,Location(5911244389482496),Massive Cavern
462,Path(6433136011640832),Ritual Site - Spectral Marsh,Location(5222156023889920),Ritual Site,Script(4984714595401728),Spectral Marsh
463,Path(4612787271892992),Hidden Path - Ritual Site,Location(5222156023889920),Ritual Site,Location(6304554086039552),Hidden Path
464,Path(6262312797470720),Ritual Site - Spectral Marsh,Location(5222156023889920),Ritual Site,Location(6196749400276992),Spectral Marsh
465,Path(4737951066488832),Sacrosanct Pathway - Dwarven Ruins,Location(6737764410720256),Dwarven Ruins,Location(5457132737003520),Sacrosanct Pathway
466,Path(6330226842271744),Dwarven Ruins - Secluded Waterfall,Location(6737764410720256),Dwarven Ruins,Location(6227591015432192),Secluded Waterfall
467,Path(5567344405905408),Charred Forest - FF 4,Location(5490011506475008),Charred Forest,Location(5465626376667136),Forest Fire
468,Path(4835962593214464),Grimy Cave -> Ruined City,Location(4713019464744960),Grimy Cave,Location(4752155970109440),Ruined City
469,Path(6743708724887552),The Depths - Grimy Cave,Location(4713019464744960),Grimy Cave,Location(6519823672803328),The Depths
470,Path(6484221710303232),Upper Level Lookout - Passage Fork,Location(6423272366276608),Passage Fork,Location(6187675022262272),Upper Level Lookout
471,Path(4860476843360256),Passage Fork - Long Narrow Passage,Location(6423272366276608),Passage Fork,Location(4519598845067264),Long Narrow Passage
472,Path(5706914172239872),Aera Inn Basement - Middle - Aera Inn Basement - South,Location(5312228555227136),Aera Inn Basement - Middle,Location(5356285457334272),Aera Inn Basement - South
473,Path(5565006748844032),Ferry 3 - Undersea Grotto,Location(5164176778461184),Undersea Grotto,Location(6730044487499776),Ferry
474,Path(5864878770487296),Undersea Grotto -> Hidden Alcove,Location(5164176778461184),Undersea Grotto,Location(6383563180343296),Hidden Alcove
475,Path(6122954313170944),3 to 2,Location(6000580091707392),Eastern Desert,Location(6429358555136000),Eastern Desert
476,Path(6558175831523328),4 to 2,Location(6000580091707392),Eastern Desert,Location(5312945761288192),Eastern Desert
477,Path(4872389088247808),5 to 2 exit,Location(6000580091707392),Eastern Desert,Location(6295812922408960),Eastern Desert
478,Path(4514327390322688),Old Mine 4 to Old Mine 5,Location(5402915028074496),Old Mine,Location(6559762615369728),Old Mine
479,Path(4793949110665216),"Herbal Garden, East Library",Location(6571276102533120),East Library,Location(4898631959183360),Herb Garden
480,Path(5274062925856768),Arena pit - Arena Hallway #4,Location(6624413564272640),Arena Pit,Location(4589389035864064),Arena Hallway
481,Path(5371688510554112),Deep sea -> underwater cave,Location(5433480876130304),Deep Sea,Location(6274138448855040),Underwater Cave
482,Path(5284125997268992),The Depth - Deep Sea,Location(5433480876130304),Deep Sea,Location(6519823672803328),The Depths
483,Path(4662656677969920),Kujir Marsh1 - Kujir Marsh3,Location(5157785138364416),Kujir Marsh,Location(5482641499357184),Kujir Marsh
484,Path(5619540293582848),Kujir Marsh1 - Alderai Coast1,Location(5157785138364416),Kujir Marsh,Location(4719915504238592),Alderai Coast
485,Path(5888952183554048),Kujir Marsh Entrance - Kujir Marsh,Location(5157785138364416),Kujir Marsh,Location(5179062473457664),Kujir Marsh Entrance
486,Path(6124129642086400),North Mountain Range - Stone Tower,Location(6509379081732096),North Mountain Range Stone Tower,Location(5323223134633984),North Mountain Range
487,Path(5635874238758912),Giant Turtle Path,Location(4509974331916288),Giant Turtle,Location(5649391675244544),Aera Countryside
488,Path(5955250973835264),Gulch Valley Training Grounds - Gor'Grub Food Tent,Location(5454216396537856),Gor'Grub Food Tent,Location(6615857679040512),Gulch Valley Training Grounds
489,Path(6038842508312576),Siege Camp to Warchief Command Center,Location(5963670924296192),Northern Volantis Coastline,Location(5065774759673856),Orc Siege Camp
490,Path(6391293573857280),Aseridith Fort Inner Gate - Aseridith Fort Barracks,Location(5471573840494592),Aseridith Fort Inner Gate,Location(4682816811958272),Aseridith Fort Barracks
491,Path(5996322475737088),Aseridith Fort Inner Gate - Aseridith Fort Inner Western Wall,Location(5471573840494592),Aseridith Fort Inner Gate,Location(6583792934322176),Aseridith Fort Inner Western Wall
492,Path(4648787760906240),Aseridith Fort Courtyard 2 - Aseridith Fort Inner Gate,Location(5471573840494592),Aseridith Fort Inner Gate,Location(4682133618556928),Aseridith Fort Courtyard
493,Path(5473111975657472),Aseridith Fort Inner Gate - Aseridith Fort Inner Eastern Wall,Location(5471573840494592),Aseridith Fort Inner Gate,Location(6282071481778176),Aseridith Fort Inner Eastern Wall
494,Path(5440411149795328),Lookout Point - Xaruk Forest 1,Location(5412534060580864),Xaruk Forest,Location(5656451226009600),Lookout Point
495,Path(6447093317632000),Shore Cave Entrance - Ancient Cave,Location(5594756973854720),Ancient Cave,Location(5993355440291840),Shore Cave Entrance
496,Path(6537282400026624),Tunnel Shaft - Tunnel Climb,Location(4869118343774208),Tunnel Shaft,Location(4769608749809664),Tunnel Climb
497,Path(5002741282766848),Siege Camp to Warchief Command Center,Location(6124874771726336),Warchief's Command Center,Location(5065774759673856),Orc Siege Camp
498,Path(5029818014892032),Hallway to Dead End,Location(6098789539512320),Troll Keep,Location(5823413080817664),Troll Keep
499,Path(4803488069451776),Hallway to King,Location(6098789539512320),Troll Keep,Location(6225855610093568),Troll King's Quarters
500,Path(6279255345856512),Open Courtyard - Knights Quarters,Location(6530123043438592),Knights Quarters,Location(4878368132038656),Open Courtyard
501,Path(4678430553800704),Aseridith Fort Inner Western Wall - Secret Staircase,Location(6482245036802048),Aseridith Secret Staircase,Location(6583792934322176),Aseridith Fort Inner Western Wall
502,Path(6489190133137408),Aseridith Secret Staircase - Sorcerer's Workshop,Location(6482245036802048),Aseridith Secret Staircase,Location(6652612632117248),Aseridith Secret Laboratory
503,Path(4995836685582336),Winding River,Location(5147963085029376),Winding River,Location(6653464683741184),Winding River
504,Path(5169531471265792),Winding River,Location(5147963085029376),Winding River,Location(5694096832200704),Winding River
505,Path(6063120039542784),"Secret Passage, Astronomy Alcove",Location(5056795243446272),Astronomy Alcove,Location(6018852616929280),Secret Passage
506,Path(4953632813350912),"Astronomy Alcove, Third Floor Landing",Location(5056795243446272),Astronomy Alcove,Location(4514844928638976),Third Floor Landing
507,Path(5525445542936576),"Dark Corridor, Tower Entrance",Location(5343021269778432),Tower Entrance,Location(6128325270437888),Dark Corridor
508,Path(6450203944026112),"Dining Hall, Tower Entrance",Location(5343021269778432),Tower Entrance,Location(5757922056339456),Dining Hall
509,Path(5494402519662592),"Tower Entrance, Emerald Isle Shores",Location(5343021269778432),Tower Entrance,Location(5563011707174912),Emerald Isle Shores
510,Path(5083793020944384),Road - Gates,Location(5935058894454784),Gate Ruins,Location(6092789555134464),Worn Road
511,Path(6182341087068160),Gate - Ruins,Location(5935058894454784),Gate Ruins,Location(6304876738904064),Terlunn Ruins
512,Path(5107503655813120),Artius Lane - Atlas Entrance,Location(5124605528768512),Atlas Trail Entrance,Location(4891495303741440),Artius Lane
513,Path(6392912598532096),Endless Tunnel 3 - Sacred Burial Chamber,Location(5760946882740224),Sacred Burial Chamber,Location(4565452399575040),Endless Tunnel
514,Path(5383309131776000),Sacred Burial Chamber - Secret Tunnel,Location(5760946882740224),Sacred Burial Chamber,Location(4744890697383936),Secret Tunnel
515,Path(5259202696314880),Sacred Burial Chamber - Great Goblin Fortress of Xaruk,Location(5760946882740224),Sacred Burial Chamber,Location(4939142698106880),Great Goblin Fortress of Xaruk
516,Path(4707666190401536),Entrance - Mass Crypt,Location(6294339986653184),Mass Crypt,Location(6146845642326016),Crypt Entrance
517,Path(5901814469754880),Hermit's Cottage - Hermit's Dark Basement,Location(5693783064707072),Hermit's Dark Basement,Location(5552457551708160),Hermit's Cottage
518,Path(6631864156553216),Tunnel Climb - Tunnel Climb,Location(5294285612122112),Tunnel Climb,Location(4769608749809664),Tunnel Climb
519,Path(6615196730654720),Tunnel Climb - Tunnel Climb,Location(5294285612122112),Tunnel Climb,Location(5917286154108928),Tunnel Climb
520,Path(5352822522511360),High Road Lake - High Road: Forest Lookout,Location(4834678305456128),High Road: Forest Lookout,Location(5704313116557312),High Road: Lake
521,Path(4711218270961664),Dense Jungle - Dense Jungle Shrine,Location(4712253156753408),Dense Jungle Shrine,Location(6430890083221504),Dense Jungle
522,Path(6598084824924160),null,Location(6058118315245568),The Den of a Fallen Beast,Location(6664887786799104),High Road: Forest
523,Path(5906700867469312),Alderai Trail2 - Sahuagin Outpost,Location(6286600254259200),Sahuagin Outpost,Location(6387411726630912),Alderai Trail
524,Path(6177494528950272),Upper Crypt - Generic Crypt,Location(5604701584228352),Crypt,Location(5296596736540672),Upper Crypt
525,Path(6351315774996480),Aera Countryside-Northern Hills,Location(5649391675244544),Aera Countryside,Location(6616739106258944),Northern Hills
526,Path(5229724993323008),Aera Countryside - Troll Camp,Location(5649391675244544),Aera Countryside,Location(4765507982983168),Troll Camp
527,Path(4645934038253568),"Area Countryside, Wildeburn Forest",Location(5649391675244544),Aera Countryside,Location(5155067514585088),Wildeburn Forest
528,Path(6400098103984128),Fortress Entrance - Main Corridor,Location(5978911666339840),Fortress Entrance,Location(6426849307787264),Main Corridor
529,Path(5126647414259712),Great Goblin Fortress of Xaruk - Fortress Entrance,Location(5978911666339840),Fortress Entrance,Location(4939142698106880),Great Goblin Fortress of Xaruk
530,Path(4942723115122688),Dense Jungle - Temple Ruins,Location(4742541412925440),Temple Ruins,Location(6652731058028544),Dense Jungle
531,Path(6036061929078784),Aseridith Fort Courtyard 2 - Aseridith Fort Church,Location(4808425252847616),Aseridith Fort Church,Location(4682133618556928),Aseridith Fort Courtyard
532,Path(5473485455622144),Misty Forest -. Magical Forest,Location(4619891441401856),Magical Forest,Location(5164584575172608),Misty Forest
533,Path(4559301398233088),Magival Forest #1 - Magical Forest #2,Location(4619891441401856),Magical Forest,Location(5084846481473536),Magical Forest
534,Path(6382033018290176),OId Mine 5 to Old Mine 5 Darkroom,Location(4567021807206400),Old Mine,Location(6559762615369728),Old Mine
535,Path(5557553020272640),Gloomy Descent - Dungeon Passageway,Location(5740053025783808),Dungeon Passageway,Location(6407358202249216),Gloomy Descent
536,Path(4811246138294272),Phoenix Battle,Location(5659313586569216),Grand Mountain,Location(5138706927190016),Ancient Phoenix Battle
537,Path(5668600916475904),"Grand Mountain Summit, Grand Mountain",Location(5659313586569216),Grand Mountain,Location(5634472569470976),Grand Mountain Summit
538,Path(5710239819104256),"Desert, Grand Mountain",Location(5659313586569216),Grand Mountain,Location(5654313976201216),Desert
539,Path(4568895922896896),Sewer Bend - Sewer Tunnel,Location(6347799369089024),Sewer Bend,Location(6206022230212608),Sewer Tunnel
540,Path(6547902377754624),Sewer Bend - Ancient Tunnel,Location(6347799369089024),Sewer Bend,Location(5815082709680128),Ancient Tunnel
541,Path(4867160664965120),Sewer Fork - Sewer Bend,Location(6347799369089024),Sewer Bend,Location(5183292001222656),Sewer Fork
542,Path(5180209632378880),Sand-Swept Plains - Kujir Marsh Entrance,Location(6607074943303680),Sand-Swept Plains,Location(5179062473457664),Kujir Marsh Entrance
543,Path(6385702729678848),Goliath Gulch - Rocky Hill 1,Location(4902833796677632),Rocky Hill 1,Location(6533289986228224),Goliath Gulch
544,Path(6078988679643136),Aphelion Shrine - Aphelion Shrine Interior,Location(6276748270370816),Aphelion Shrine,Location(6280283730477056),Aphelion Shrine Interior
545,Path(5532190633099264),Aseridith Library - hidden room,Location(6374066191597568),Tower Library,Location(4819347931660288),Hidden Room
546,Path(6373666491203584),Aseridith Fort Tower 2 - Aseridith Fort Sorcerers' Library,Location(6374066191597568),Tower Library,Location(5437646551646208),Aseridith Fort Tower
547,Path(6095447520182272),"Strange Empty Room 4, Strange Empty Room 2",Location(4732909075300352),Strange Empty Room,Location(6025776573972480),Strange Empty Room
548,Path(6488507894726656),"Strange Empty Room 4, Strange Empty Room 3",Location(4732909075300352),Strange Empty Room,Location(6437722859241472),Strange Empty Room
549,Path(6632836512612352),"Strange Empty Room 6, Strange Empty Room 4",Location(4732909075300352),Strange Empty Room,Location(5423123405996032),Strange Empty Room
550,Path(5054656416841728),"Strange Empty Room 5, Strange Empty Room 4",Location(4732909075300352),Strange Empty Room,Location(5331082323951616),Strange Empty Room
551,Path(6376922496892928),"Strange Empty Room 4, Strange Empty Room 1",Location(4732909075300352),Strange Empty Room,Location(6644088722948096),Strange Empty Room
552,Path(6512286759911424),Seaside Landing - Cliffside Coast,Location(6096717938163712),Seaside Landing,Location(4861326027390976),Cliffside Coast
553,Path(5877041534599168),South Volantis Beach - Seaside Landing,Location(6096717938163712),Seaside Landing,Location(4958687969935360),South Volantis Beach
554,Path(6279012928192512),Aseridith Fort West Beach - Aseridith Fort Outer Western Walls,Location(6401380170334208),Aseridith Fort Outer Western Walls,Location(4736790432841728),Aseridith Fort West Beach
555,Path(6268006537625600),Aseridith Fort Outer Southern Walls - Aseridith Fort Outer Western Walls,Location(6401380170334208),Aseridith Fort Outer Western Walls,Location(5688387279257600),Aseridith Fort Outer Southern Walls
556,Path(5508139621548032),Black Vanguard Camp - Black Vanguard Camp Interior,Location(6448560694624256),Black Vanguard Camp,Location(6180064303775744),Black Vanguard Camp Center
557,Path(5709227579932672),Mineshaft 4 to Mineshaft 5,Location(4683731928875008),Mineshaft,Location(6751859294863360),Mineshaft
558,Path(4634249697165312),Ferry - Volantis Docks,Location(6029236821295104),Volantis Docks,Location(5895074189672448),Ferry
559,Path(5819360843137024),Blazing Pit,Location(4567038813011968),Burning Wastes,Location(4848152773394432),Blazing Pit
560,Path(6121693419929600),Arena Hallway #8 - Arena Pit #5,Location(5891198245404672),Arena Pit,Location(4720654552662016),Arena Hallway
561,Path(5785163623038976),Arena Pit # 5 - Arena hallway #12,Location(5891198245404672),Arena Pit,Location(4921226304159744),Arena Hallway
562,Path(5060663179214848),Aseridith Fort North Beach - Aseridith Fort West Beach,Location(6174236932571136),Aseridith Fort North Beach,Location(4736790432841728),Aseridith Fort West Beach
563,Path(4781851216445440),Aseridith Fort North Beach - Aseridith Fort East Beach,Location(6174236932571136),Aseridith Fort North Beach,Location(6719807435046912),Aseridith Fort East Beach
564,Path(5435058281250816),Rolling Dunes 4 - Rolling Dunes 5,Location(5443293981704192),Rolling Dunes,Location(5840939502272512),Rolling Dunes
565,Path(6706500720394240),Austere - Pond,Location(5862164373962752),An Underground Cavern,Location(6145774217854976),Austere Hallway
566,Path(6333630193860608),Gem Cavern to Chamber of Starlight,Location(5184697803472896),Chamber of Starlight,Location(6687875824877568),Glittering Cavern
567,Path(5639109339250688),Chapel of Papa - Frozen Chamber,Location(6378969398247424),Frozen Chamber,Location(6021008570187776),Chapel of Papa
568,Path(5496651283169280),Nomad Camp Perimeter - Nomad Conclave 1,Location(5185517074251776),Nomad Conclave,Location(6729289851469824),Nomad Camp Perimeter
569,Path(4794398830231552),Nomad Conclave 1 - Mysterious Yurt,Location(5185517074251776),Nomad Conclave,Location(5634801146003456),Mysterious Yurt
570,Path(5160052881096704),Old Mine to Old Mine South,Location(6303104471400448),Old Mine,Location(4550381602340864),Old Mine
571,Path(4876634644545536),Wide Hall Stairway - Grand Room,Location(5610315319345152),Wide Hall Stairway,Location(6459032935071744),Grand Room
572,Path(5293655031021568),Spiralling Stairway - Wide Hall Stairway,Location(5610315319345152),Wide Hall Stairway,Location(4809820019359744),Spiralling Stairway
573,Path(5445102503723008),High Road - High Road Swamps,Location(5437912854298624),High Road,Location(6010500529782784),High Road: Swampland
574,Path(5599336230551552),High Road: Swampland - Dense Jungle,Location(6430890083221504),Dense Jungle,Location(6010500529782784),High Road: Swampland
575,Path(4843358452187136),Hub to Altar Room,Location(4619217262346240),Troll Keep Altar,Location(6740904330133504),Troll Keep Hub
576,Path(5938703878848512),Aseridith Fort West Beach - Aseridith Village,Location(5882643281346560),Aseridith Village,Location(4736790432841728),Aseridith Fort West Beach
577,Path(5818348963102720),Aseridith Village - Aseridith Farmland,Location(5882643281346560),Aseridith Village,Location(5227660768706560),Aseridith Farmland
578,Path(5228719246409728),Secret Ceve,Location(5626024659255296),Secret Hideout,Location(5965801278406656),Black Mountain
579,Path(5824984920358912),High Road Lake - Volantis River,Location(5390881838333952),Volantis River,Location(5704313116557312),High Road: Lake
580,Path(6607812494884864),Orc Camp - Old Mine Entrance,Location(6166964233830400),Old Mine Entrance,Location(6215834292715520),Orc Camp
581,Path(5370971569520640),Old Mine Entrance - Old Mine,Location(6166964233830400),Old Mine Entrance,Location(4550381602340864),Old Mine
582,Path(5701822131994624),Spider Cave Cavern - Deathly Forest,Location(5967326629330944),Spider Cave Cavern,Location(5005335471325184),Deathly Forest
583,Path(5146232300240896),"Strange Empty Room 5, Strange Empty Room 3",Location(6437722859241472),Strange Empty Room,Location(5331082323951616),Strange Empty Room
584,Path(5371031962255360),"Strange Empty Room 3, Strange Empty Room 1",Location(6437722859241472),Strange Empty Room,Location(6644088722948096),Strange Empty Room
585,Path(5498112577634304),Aseridith Fort Tower 2 - Aseridith Fort Sorcerers' Quarters,Location(5437646551646208),Aseridith Fort Tower,Location(5830034763808768),Aseridith Fort Sorcerers' Quarters
586,Path(4663141436227584),Aphelion Shrine Interior - Aphelion Shrine Sanctum,Location(6280283730477056),Aphelion Shrine Interior,Location(5855864457527296),Aphelion Shrine Sanctum
587,Path(5362671003107328),"Strange Empty Room 7, Strange Empty Room 6",Location(5423123405996032),Strange Empty Room,Location(5052322102116352),Strange Empty Room
588,Path(5842099411877888),"Strange Empty Room 6, Strange Empty Room 5",Location(5423123405996032),Strange Empty Room,Location(5331082323951616),Strange Empty Room
589,Path(6306621982507008),Old Mine 10 to Old Mine 11,Location(4895729587847168),Old Mine,Location(6508451421224960),Old Mine
590,Path(4608495328428032),Old Mine 10 to Old Mine 10 - West,Location(4895729587847168),Old Mine,Location(4879570511593472),Old Mine
591,Path(5749974558048256),Eridis Island - Eridis Shores,Location(5343295379079168),Eridis Shores,Location(5151329668300800),Eridis Island
592,Path(6507873748123648),The Bay - Eridis Shores,Location(5343295379079168),Eridis Shores,Location(6684012370198528),The Bay
593,Path(5354747532935168),Fort Black Escape Route,Location(5806063024603136),Black Forest,Location(6139491171434496),Fort Black: Panic Room
594,Path(6640729789038592),Black Mountain - Black Forest,Location(5806063024603136),Black Forest,Location(5965801278406656),Black Mountain
595,Path(5963481350406144),Black Vanguard Camp Center - Black Forest: Battlefield,Location(5806063024603136),Black Forest,Location(6180064303775744),Black Vanguard Camp Center
596,Path(6167510005055488),Cemetery Entrance to North Cemetery,Location(6548937896886272),Old Cemetery Entrance,Location(4525514647666688),North Cemetery
597,Path(5963073319862272),Cemetery Entrance to the Pet Cemetery,Location(6548937896886272),Old Cemetery Entrance,Location(5543234394652672),Pet Cemetery
598,Path(6387934873780224),Cemetery Entrance to Family Grounds,Location(6548937896886272),Old Cemetery Entrance,Location(6615188136525824),Family Burial Grounds
599,Path(5286621509582848),Troll Camp - Troll Tent,Location(4765507982983168),Troll Camp,Location(4800814537506816),Troll Tent
600,Path(6428425094955008),Troll Camp - Troll Cave Entrance,Location(4765507982983168),Troll Camp,Location(5897906640912384),Troll Cave Entrance
601,Path(4704814671855616),Tunnel Climb - Tunnel Climb,Location(5988277165228032),Tunnel Climb,Location(5928176714776576),Tunnel Climb
602,Path(5326411619631104),Secret Tunnel - Great Goblin Fortress of Xaruk,Location(4744890697383936),Secret Tunnel,Location(4939142698106880),Great Goblin Fortress of Xaruk
603,Path(5676383606931456),Shadowy Steppe - Massive Crater,Location(4891040691519488),Massive Crater,Location(5560262966902784),Shadowy Steppe
604,Path(6520867391537152),Old Mine 11 to Old Mine 11 West,Location(6508451421224960),Old Mine,Location(5692921714049024),Old Mine
605,Path(5684019263963136),Split - Road,Location(6092789555134464),Worn Road,Location(5022757777571840),Split Road
606,Path(5440241450614784),Enchanted Forest - Forest Clearing,Location(4848497063362560),Enchanted Forest,Location(5305092788453376),Forest Clearing
607,Path(6484441734578176),Enchanted Forest - Forest Trail,Location(4848497063362560),Enchanted Forest,Location(6452474611761152),Forest Trail
608,Path(5298378094149632),"Grand Mage's Quarters, Strange Empty Room 7",Location(5052322102116352),Strange Empty Room,Location(4579063346757632),Archmage's Quarters
609,Path(5300637190848512),Aphelion Shrine Repository - Aphelion Shrine Archives,Location(5656414564909056),Aphelion Shrine Archives,Location(4639225850363904),Aphelion Shrine Repository
610,Path(4998626530557952),Reward Room #4 - Volantis Arena,Location(4664650326605824),Reward Room,Location(5532894400872448),Volantis Arena
611,Path(4541524351647744),Arena Hallway #11 - Reward Room #4,Location(4664650326605824),Reward Room,Location(5634325495676928),Arena Hallway
612,Path(4778173863034880),Nubark Mountain - Dragon's Pass,Location(5158558446911488),Nubark Mountain,Location(5388596895285248),Dragon's Pass
