KEY,location1Key,location2Key,name
Path(5532190633099264),Location(4819347931660288),Location(6374066191597568),Aseridith Library - hidden room
Path(5537146027114496),Location(5350034434686976),Location(4790552935792640),Mess Hall - Pantry
Path(5537683690487808),Location(5490839199416320),Location(5371268337500160),Overgrown Path - Temple Ruins
Path(5538053382733824),Location(5390229466775552),Location(5600247461969920),Sirian Outer Gate - Sirian Outer Courtyard
Path(5542396351741952),Location(5723149379305472),Location(5438887623131136),nullMarcus
Path(5545433690013696),Location(6091971231219712),Location(6111874378104832),Darkwood 1 - Darkwood 2
Path(5546328552636416),Location(6456087334092800),Location(6319154247237632),Rolling Dunes 7 - Rolling Dunes 8
Path(5550087958167552),Location(6430490084507648),Location(6033057970126848),Darkwood 6 - Darkwood 7
Path(5550493128720384),Location(5331407216050176),Location(5703686190006272),Script Instance Combat Test To Instance Location
Path(5555557830492160),Location(5628815342829568),Location(5313663930204160),Hallway Two A to Arena Pit Two A
Path(5556609696661504),Location(4983559590772736),Location(5634595565338624),Pasta's Test Area
Path(5557553020272640),Location(5740053025783808),Location(6407358202249216),Gloomy Descent - Dungeon Passageway
Path(5557954513207296),Location(6293882619822080),Location(6646234595983360),"Tower Entrance, Portal Room Blue Portal"
Path(5558786639003648),Location(5842926911356928),Location(4925241851641856),Winding River
Path(5562708207861760),Location(4951368334311424),Location(5268467657211904),Arena Pit #2 - Arena Hallway #6
Path(5562973556834304),Location(6125923510255616),Location(5814121668804608),Path to house - Protector Gear
Path(5565006748844032),Location(5164176778461184),Location(6730044487499776),Ferry 3 - Undersea Grotto
Path(5565981852434432),Location(4643429219041280),Location(4980129958985728),Guardian - Instance
Path(5567344405905408),Location(5490011506475008),Location(5465626376667136),Charred Forest - FF 4
Path(5567860603092992),Location(5670665024176128),Location(6010831181971456),Cricketon Cave Entrance - Cricketon Cave
Path(5571192051204096),Location(4685631031607296),Location(5443293981704192),Rolling Dunes 5 - Well-Traveled Trail
Path(5577594216906752),Location(5634472569470976),Location(5345468984852480),Summit-Cave
Path(5577773593657344),Location(6386791048282112),Location(4519598845067264),Long Narrow Passage - Wide Hall
Path(5582647634427904),Location(5860414041096192),Location(6177538387214336),Someone's Room
Path(5582906263076864),Location(5133185606221824),Location(5700939346345984),Ornate Keep Hallway 2 - Black Lord's Chambers
Path(5583700549435392),Location(5169038100004864),Location(6689992051523584),Grand Tree Arch - River Rock road
Path(5587758368161792),Location(4509875725926400),Location(5934844607463424),Keep Kitchen - Keep Kitchen Storage
Path(5590812515106816),Location(5392914917621760),Location(4580033921810432),Hidden Tunnel to Hidden room
Path(5595304089878528),Location(5934960010592256),Location(6061716843528192),2 to 3
Path(5596497494147072),Location(5022757777571840),Location(6011215039954944),Road - Split
Path(5596733627695104),Location(6479938689957888),Location(5130714677248000),Sapphire Way - Rasheek Plains
Path(5597180853485568),Location(5953545588703232),Location(6224100074192896),Kypros - South Kyprite Ruins
Path(5597293931921408),Location(6126263647600640),Location(5628815342829568),Hallway 2 to Reward Room 2
Path(5599336230551552),Location(6010500529782784),Location(6430890083221504),High Road: Swampland - Dense Jungle
Path(5602860133253120),Location(6229893146214400),Location(4987195898724352),bar=long hallway
Path(5603384187420672),Location(5157551064743936),Location(6002887601684480),Aseridith Fort Secret Passage 2 - Aseridith Keep Kitchen Storage (2 of 2)
Path(5612875917295616),Location(5532894400872448),Location(6462885076664320),Reward room - volantis arena
Path(5613536314654720),Location(6035026755452928),Location(5797029397135360),Emerald Jungle5 - Deep Emerald Jungle1
Path(5613725786046464),Location(6650627125411840),Location(5005013727838208),Gloomy - Training Room
Path(5614711341056000),Location(5151329668300800),Location(4543108142333952),Ferry - Eridis Island
Path(5616565120139264),Location(5028676472668160),Location(5713326673231872),Path to Doors
Path(5618164293435392),Location(6231380530823168),Location(6248509229498368),High Road WFC - Ogre Pass
Path(5619540293582848),Location(4719915504238592),Location(5157785138364416),Kujir Marsh1 - Alderai Coast1
Path(5620413599055872),Location(5759229693526016),Location(4522237236346880),Bend to Hollow
Path(5627132050407424),Location(6344048805150720),Location(5414272397475840),AC Strange Servants to Wing
Path(5628704573095936),Location(5318643904675840),Location(5751995098988544),Ornate Keep Hallway - Keep Treasury
Path(5629563928838144),Location(5930570520985600),Location(5036663742398464),Darkwood B5 - Spidernest 1
Path(5631755113463808),Location(5014172941156352),Location(6248509229498368),High Road WF - High Road WFC
Path(5632420174888960),Location(5954978829041664),Location(6530427779022848),Mountain Plains - Elven Grove
Path(5635874238758912),Location(4509974331916288),Location(5649391675244544),Giant Turtle Path
Path(5637597571317760),Location(6568066802515968),Location(4688520931180544),Sirian Outer Courtyard 2 - Sirian Outer Mine Entrance
Path(5639050395385856),Location(5115504887857152),Location(6423272366276608),Passage Fork - Spiralling Stairway
Path(5639109339250688),Location(6378969398247424),Location(6021008570187776),Chapel of Papa - Frozen Chamber
Path(5641344281739264),Location(4752439193894912),Location(6086171007909888),Mysterious Tunnel 2 to Chamber
Path(5642911061901312),Location(6202368401604608),Location(5289379418865664),Coast 1 - Pier
Path(5643889981784064),Location(6448560694624256),Location(6241705674407936),Black Vanguard Camp Outskirts - Black Vanguard Camp
Path(5643986529157120),Location(6320860490104832),Location(4514844928638976),"Observatory, Third Floor Landing"
Path(5644406560391168),Location(5639445604728832),Location(5659313586569216),"Aera Swamplands, Grand Mountain"
Path(5647091617497088),Location(6073730381905920),Location(5084569214648320),Tutorial 1 - Tutorial 2
Path(5647126870622208),Location(5943675035058176),Location(4942707271139328),Aseridith Fort Courtyard 1 - Aseridith Fort Marketplace
Path(5648553605070848),Location(6326216095170560),Location(5885318240665600),Black Fort Great Hall - Black Fort Great Hall Rest Site
Path(5649472482967552),Location(5297402739425280),Location(6118406474694656),Endless Tunnel 1 - Endless Tunnel 2
Path(5653446708953088),Location(4852746265559040),Location(6291645965795328),Fake Marcusville Starting Point - Marcusville Bridge 1
Path(5654812823650304),Location(4867564377210880),Location(5138194007851008),Village - Pass
Path(5660781075496960),Location(4554371022979072),Location(5693783064707072),Hermit's Dark Basement - Marcusville
Path(5661161148383232),Location(6715206252363776),Location(6254263248617472),Debuff Instance End 8 - 9
Path(5663840536887296),Location(6743743793463296),Location(5035716904222720),Script Arena Pit #2 - Script Arena Reward Hallway #2
Path(5665214897061888),Location(6224100074192896),Location(4949919769296896),West Kyprite Ruins - Kypros
Path(5668600916475904),Location(5634472569470976),Location(5659313586569216),"Grand Mountain Summit, Grand Mountain"
Path(5671617816428544),Location(5294285612122112),Location(5640312605114368),Tunnel Climb - Tunnel Climb
Path(5672604156297216),Location(6548658657951744),Location(5050118708396032),null
Path(5676383606931456),Location(5560262966902784),Location(4891040691519488),Shadowy Steppe - Massive Crater
Path(5677811810435072),Location(6740904330133504),Location(5109983378145280),Hub to Keep Storage
Path(5678342113591296),Location(5291874446737408),Location(4927821140459520),Mausoleum Courtyard - Mausoleum of Gol'Shlanek 1
Path(5678779290615808),Location(6139491171434496),Location(6477065496821760),throne to panic room
Path(5678798427127808),Location(5471815967178752),Location(4958687969935360),South Volantis Beach - Old Volantis Church Ruins
Path(5680882086313984),Location(4729303225073664),Location(5671021646708736),Kamil Cave Entrance -> Kamil Cave
Path(5684019263963136),Location(6092789555134464),Location(5022757777571840),Split - Road
Path(5684062809227264),Location(5664073469394944),Location(5091279719366656),Aseridith Keep Kitchen - Aseridith Keep Grand Hall
Path(5684189852860416),Location(6698542882357248),Location(6461550881931264),Cyrilla: Top Deck 2 - Dropdown
Path(5684633650855936),Location(4756749855752192),Location(5192139767021568),Tutorial 6 - Tutorial 7
Path(5686228252884992),Location(6356537624756224),Location(5471573840494592),Aseridith Fort Inner Gate - Aseridith Keep Gates
Path(5690131510984704),Location(5817171396526080),Location(4703217505009664),Shrine to escape
Path(5691224944017408),Location(5994813902028800),Location(4851296928530432),Wastes - Tomb
Path(5692095381897216),Location(6275014248890368),Script(5348470013820928),Debuff Instance End Boss - Exit
Path(5692559395389440),Location(5644261414404096),Location(4688520931180544),Sirian Outer Courtyard 2 - Sirian Inner Gate
Path(5693484645744640),Location(4979283929333760),Location(6729009313873920),Mineshaft 2 to Mineshaft 3
Path(5695335564836864),Location(6111874378104832),Location(5821951737593856),Darkwood 2 - Darkwood 3
Path(5695495472676864),Location(5597571172532224),Location(5532894400872448),Arena Entrance - Arena hallway #1
Path(5695580457664512),Location(5989522382258176),Location(6035026755452928),Deep Emerald Jungle1 to Deep Emerald Jungle3
Path(5696669987373056),Location(4570770080530432),Location(6512637336616960),Ferry
Path(5696774480068608),Location(4887533922025472),Location(4769608749809664),Tunnel Climb - Tunnel Climb
Path(5698225168187392),Location(4572325261344768),Location(4966011023392768),Alderai Coast3 - Alderai Trail1
Path(5698681208045568),Location(4692368319053824),Location(6742305497677824),Cinder Mountain Range - Atlas Entrance
Path(5699367716519936),Location(5444270617001984),Location(6343937617821696),"Third Floor Staircase, Armory"
Path(5701822131994624),Location(5967326629330944),Location(5005335471325184),Spider Cave Cavern - Deathly Forest
Path(5702240174080000),Location(5490839199416320),Location(4514173299982336),Great Northern Valley-Overgrown Path
Path(5703384446795776),Location(4987195898724352),Location(6753946298744832),long hall+main chamber
Path(5705717092974592),Location(6426849307787264),Location(5297402739425280),Main Corridor - Endless Tunnel 1
Path(5706914172239872),Location(5356285457334272),Location(5312228555227136),Aera Inn Basement - Middle - Aera Inn Basement - South
Path(5707254984081408),Location(6275924844085248),Location(5319959529390080),Emerald Jungle1 - Emerald Jungle3
Path(5707702298738688),Location(5629499534213120),Location(5649391675244544),Aera - Aera Countryside
Path(5709147273691136),Location(6585835595497472),Location(6220826364346368),Dutchmans Homestead - Dutchmans Basement
Path(5709227579932672),Location(6751859294863360),Location(4683731928875008),Mineshaft 4 to Mineshaft 5
Path(5710239819104256),Location(5654313976201216),Location(5659313586569216),"Desert, Grand Mountain"
Path(5710925403258880),Location(5323424058572800),Location(6273947297382400),Goblin leader quarters-Goblin Camp(Misty)
Path(5713210116669440),Location(5683997762387968),Location(4691376327884800),Fisherman's Ferry 1 - Fisherman's Ferry 2
Path(5714677862498304),Location(6712913624563712),Location(5391198642503680),Misty Forest-Misty Mountain Basin
Path(5715382381838336),Location(5325379218702336),Location(5552716535300096),Keep Hallway 3 - Black Knight's Quarters
Path(5716540880060416),Location(6548937896886272),Location(5471815967178752),Old Volantis Church Ruins - Old Cemetery Entrance
Path(5717070482243584),Location(5328988679438336),Location(5640312605114368),Tunnel Climb - Tunnel Climb
Path(5720826030587904),Location(5308807330660352),Location(6293969749147648),Danger Desert - Pyramid Entrance
Path(5722349991362560),Location(5022992950362112),Location(6130757089361920),Pit Two Hallway to Hub
Path(5722646637445120),Location(5649391675244544),Location(5639445604728832),"Aera Countryside, Aera Swamplands"
Path(5723418957185024),Location(6729009313873920),Location(6687875824877568),Mineshaft 3 to Gem Cavern
Path(5730076578807808),Location(5133665877360640),Location(6659883848171520),Arena Pit 3A to Hallway 3A
Path(5731478004826112),Location(5506034097717248),Location(5022992950362112),Pit Two Hallway to Pit Two
Path(5731705413959680),Location(4821124364369920),Location(5687534527447040),Militia Common Room - Militia Storeroom
Path(5732481424687104),Location(5694096832200704),Location(5709261556416512),Winding River
Path(5732755120062464),Location(6394207866716160),Location(4752155970109440),Ruined City -> Abandonned Manor
Path(5734328028889088),Location(4590542854815744),Location(6456087334092800),Rolling Dunes 8 - Rolling Dunes 1
Path(5735885651836928),Location(6563390277287936),Location(5456818943819776),Castle Courtyard-Abandoned Castle
Path(5737584217554944),Location(5711457763721216),Location(5687534527447040),Militia Common Room - Militia Training Room
Path(5737585559732224),Location(6088603942256640),Location(6177538387214336),Someone's Room
Path(5740001107116032),Location(5698410589978624),Location(5851649117519872),Forest Path - Caru Hill
Path(5741199807741952),Location(5741004118294528),Location(6752176053420032),Hidden Cave Entrance - Hidden Cave
Path(5741284367007744),Location(6033592878628864),Location(6530427779022848),Mountain Plains - Mountain Plains Shrine
Path(5742443771199488),Location(6306125748109312),Location(5286485966192640),Oasis - Town
Path(5746584791810048),Location(5840939502272512),Location(5777231648391168),Rolling Dunes 3 - Rolling Dunes 4
Path(5749588654292992),Location(5005013727838208),Location(6167875989012480),Gloom - Forest
Path(5749909932212224),Location(5134184360181760),Location(5546617318932480),Volantis - Volantis Inn
Path(5749974558048256),Location(5343295379079168),Location(5151329668300800),Eridis Island - Eridis Shores
Path(5750553142886400),Location(5594033394548736),Location(5401345323958272),Path to Wall of History
Path(5758378316136448),Location(4993749247852544),Location(6154168545050624),Barracks - Armory
Path(5760538827292672),Location(5611288579538944),Location(6102988783616000),Pit Four Hallway to Pit Four
Path(5761574258081792),Location(5331701450407936),Location(6589065205907456),Crypt Hub - Large Crypt Room
Path(5763860098711552),Location(5532894400872448),Location(5961128701591552),Arena Reward # 3 - Volantis Arena
Path(5763896184930304),Location(6346252545425408),Location(5710903200710656),Sirian Inner Blacksmith - Sirian Inner Blacksmith Basement
Path(5765762593849344),Location(6688516218290176),Location(4783785698918400),Script Instanced Combatants to Garbage Dump
Path(5766241077690368),Location(6211039030935552),Location(6719807435046912),Aseridith Fort East Beach - Aseridith Fort Outer Eastern Walls
Path(5767186791530496),Location(4759477857288192),Location(6132749391888384),Crypt Exit
Path(5767784319418368),Location(4641884412575744),Location(6044610405072896),Taelhollow Swamp - Taelhollow Swamp Shrine
Path(5769218695888896),Location(5512146850938880),Location(5895074189672448),Ferry2 - Ferry1
Path(5774831258697728),Location(5033469437542400),Location(6293882619822080),"Narrow Passageway, Summoning Chamber"
Path(5776196894720000),Location(6740904330133504),Location(6189750705717248),Hub to Sarcophagus
Path(5784167061127168),Location(4725749210677248),Location(5558112463355904),Eridis Peak - Eridis Lake
Path(5785163623038976),Location(4921226304159744),Location(5891198245404672),Arena Pit # 5 - Arena hallway #12
Path(5788605599449088),Location(4607732636188672),Location(6276748270370816),Perigee Peak - Aphelion Shrine
Path(5791520649117696),Location(6215834292715520),Location(6004484656332800),Orc Camp - Orc Camp
Path(5792010711859200),Location(6519823672803328),Location(5723273719709696),Shallow Pool - The Depths
Path(5792897548943360),Location(6494237925310464),Location(5227600530112512),Keep Storage - Keep Storage 2
Path(5793069969440768),Location(5746501987860480),Location(6745986798977024),Developer Den - Storage Lockup
Path(5793108598456320),Location(5388596895285248),Location(6742305497677824),Dragon's Pass - Atlas Trail Entrance
Path(5795793557520384),Location(4514844928638976),Location(5120374762110976),"Third Floor Landing, Second Floor Staircase"
Path(5797966941519872),Location(5281305327042560),Location(6699801475284992),Gaping cave to Large Cave Opening
Path(5798180222664704),Location(5097344681115648),Location(6280794557644800),Arena Pit Four to Reward Room
Path(5801337937723392),Location(5807021387415552),Location(6713268504625152),Old Mine 2 to Old Mine 3
Path(5805249786281984),Location(4679349879439360),Location(5005013727838208),Path to house - Gloomy house
Path(5805414129598464),Location(5797029397135360),Location(5319959529390080),Emerald Jungle1 - Emerald Jungle5
Path(5806697077538816),Location(5254277645729792),Location(5965446383665152),Secret Passageway 3 - Secret Passageway 4
Path(5806879516131328),Location(5909134097514496),Location(6633339873132544),"Second Floor Landing, First Floor Staircase"
Path(5808420003250176),Location(4831433256337408),Location(6286600254259200),Sahuagin Outpost - Sahuagin Inlet
Path(5815155219234816),Location(5165953088749568),Location(6350397415882752),HQ - Wave Pool
Path(5815250410536960),Location(5382551514382336),Location(4895729587847168),Old Mine 10 to Old Mine 10 - Southeast
Path(5816319580831744),Location(6102988783616000),Location(6130757089361920),Pit Four Hallway to Hub
Path(5817426914836480),Location(5428489900523520),Location(5569495070670848),Rakken Den-Crystalline Cavern
Path(5818348963102720),Location(5227660768706560),Location(5882643281346560),Aseridith Village - Aseridith Farmland
Path(5819360843137024),Location(4848152773394432),Location(4567038813011968),Blazing Pit
Path(5820797095510016),Location(5005307494268928),Location(5940601584353280),Look to shore
Path(5824820333248512),Location(5713326673231872),Location(5959579529117696),Path to steps
Path(5824984920358912),Location(5390881838333952),Location(5704313116557312),High Road Lake - Volantis River
Path(5826883940777984),Location(5286485966192640),Location(4567038813011968),Wastes - Oasis
Path(5827990877896704),Location(5922422976937984),Location(6530427779022848),Thank Dir and Leave
Path(5832118176317440),Location(5319888028565504),Location(5698166736289792),Cave ent to den
Path(5833594958249984),Location(4785609382035456),Location(5328988679438336),Tunnel Climb - Tunnel Climb
Path(5834655458131968),Location(5646814795005952),Location(4713972258832384),Castle Stables to Barracks
Path(5836237468598272),Location(5030142437228544),Location(5483169413595136),Cathedral of Destruction - Descent
Path(5837069391233024),Location(4910863291252736),Location(4945141049065472),Bandit Fort Courtyard - Bandit Common Room
Path(5841974960062464),Location(5683550997708800),Location(6569181374316544),Frozen Squeeze - Frigid Stream
Path(5842099411877888),Location(5423123405996032),Location(5331082323951616),"Strange Empty Room 6, Strange Empty Room 5"
Path(5846408345157632),Location(5227600530112512),Location(5903223313399808),Keep Hallway 2 - Keep Storage
Path(5847440083124224),Location(6708023485530112),Location(6664887786799104),High Road: Dense Forest - High Road: Forest
Path(5849399049846784),Location(4720648400404480),Location(6685398327885824),Hallway 1 to Reward Room
Path(5850610859769856),Location(4993749247852544),Location(5820272351641600),Barracks - General's Quarters
Path(5852382732222464),Location(4979283929333760),Location(4908926543331328),Mineshaft 2 to Fungal Chamber
Path(5853866353491968),Location(6085761033043968),Location(5332203895521280),Burial to Raven Chapel
Path(5855094939058176),Location(4580033921810432),Location(5671707636924416),Hidden room to Landing
Path(5859138502918144),Location(5993303047143424),Location(6452474611761152),Forest Trail - Forest Trail
Path(5864878770487296),Location(5164176778461184),Location(6383563180343296),Undersea Grotto -> Hidden Alcove
Path(5865451071995904),Location(6052839970832384),Location(5305761816641536),Hilgadas Castle - East Bridge
Path(5869329755144192),Location(6027972291067904),Location(5721210795065344),Base - Bedroom
Path(5871048307245056),Location(6571210251960320),Location(5196041382002688),East Des path
Path(5871325238263808),Location(4688701899669504),Location(6293969749147648),Path to Mini Wormhole - Danger Desert
Path(5872224395329536),Location(6011215039954944),Location(5483341094584320),Path - Wastes
Path(5872554426236928),Location(5473101529743360),Location(5402915028074496),Old Mine 4 to Old Mine 4 - North
Path(5873969620058112),Location(6079554403696640),Location(5644261414404096),Sirian Inner Gate - Sirian Inner East Wall
Path(5874121017655296),Location(5180085843787776),Location(5646574052966400),Sirian Keep Gates - Keep Entrance Hall
Path(5874143779618816),Location(5289379418865664),Location(4758723123216384),Pier - Boat 1
Path(5874208356696064),Location(5156159802572800),Location(4884350649761792),Tutorial 3 - Tutorial 4
Path(5874971721072640),Location(4765507982983168),Location(5639445604728832),Aera Swamplands - Troll Camp
Path(5875218876727296),Location(6062193298636800),Location(4749318969884672),Savannah - Overlook
Path(5877041534599168),Location(4958687969935360),Location(6096717938163712),South Volantis Beach - Seaside Landing
Path(5883081267347456),Location(5237232271097856),Location(6220002709471232),Misty Pass - Steep Slope
Path(5883107910615040),Location(4618088644345856),Location(5777231648391168),Rolling Dunes 3 - Strange Rock Formation
Path(5883321394921472),Location(5012932313743360),Location(4667447694589952),Winding Marsh 5 to Winding Marsh 6
Path(5886715025686528),Location(6632273700978688),Location(5689576630779904),CanyonEntrance-Cavern
Path(5887043394076672),Location(6097270970253312),Location(6360201016377344),Stalagmite Cavern - Cavern Lowlands
Path(5888859407908864),Location(4992990164811776),Location(5483169413595136),Cathedral of Destruction - Horrific Mechanism
Path(5888952183554048),Location(5157785138364416),Location(5179062473457664),Kujir Marsh Entrance - Kujir Marsh
Path(5891604994326528),Location(4741759352963072),Location(6516437776072704),Cavern Mouth to Cavern Entryway
Path(5892422553042944),Location(5017748168245248),Location(5736887291740160),Logging camp -> light forest trail
Path(5896959332188160),Location(6652731058028544),Location(5319127061233664),Dense Jungle - Dense Jungle
Path(5901814469754880),Location(5693783064707072),Location(5552457551708160),Hermit's Cottage - Hermit's Dark Basement
Path(5903962560528384),Location(6673370652344320),Location(5185517074251776),Nomad Conclave 1 - Nomad Conclave 2
Path(5904302526955520),Location(6502048896122880),Location(5963850839228416),Mortachiani Mountainside -> Mortachiani Valley
Path(5904895362203648),Location(6253812801077248),Location(6281973190361088),Sewer Tunnel Entrance - Sewer Tunnel
Path(5906700867469312),Location(6286600254259200),Location(6387411726630912),Alderai Trail2 - Sahuagin Outpost
Path(5906909261987840),Location(4969103341649920),Location(6029236821295104),Volantis Docks - Fisherman's Seaside Cottage
Path(5908807754711040),Location(5802924630605824),Location(4924288943783936),Script Arena Reward Room #2 - Script Arena Entrance
Path(5911922394791936),Location(6265261703823360),Location(5145738682564608),Underground Sea - Seafall
Path(5912063163760640),Location(5059145942433792),Location(5169038100004864),Grand Tree Arch - Grand Tree
Path(5913575382056960),Location(5232868968103936),Location(4750757815386112),Outer Gate-Castle Grounds
Path(5916151324606464),Location(4558500787388416),Location(5233808159014912),Yondir Dock - Yondir
Path(5916893462659072),Location(6451896701419520),Location(5191466372825088),Misty Mountain Pass - Steep Mountain Path
Path(5916920302796800),Location(6546560360906752),Location(6555136169082880),"Slumber Chambers, Long Hallway"
Path(5920587351851008),Location(4566930161139712),Location(4934850481487872),Bedroom to Wardrobe
Path(5923772515483648),Location(5724726391734272),Location(4543383448322048),Arena Pit Five to Reward Room
Path(5926266507362304),Location(5557842132336640),Location(5174341147033600),Xaruk Forest 2 - Xaruk Forest 5
Path(5931945063612416),Location(4927821140459520),Location(5355315370917888),Gol'Shlanek's Crypt - Mausoleum Courtyard
Path(5933406474469376),Location(5937301674262528),Location(5930570520985600),Darkwood B6 - Darkwood B5
Path(5933554912985088),Location(6586924271140864),Location(5647609479299072),Marcusville Door - Marcusville City
Path(5935040569016320),Location(4639225850363904),Location(5332609262944256),Aphelion Shrine Inner Sanctum - Aphelion Shrine Repository
Path(5936885173059584),Location(5205846171582464),Location(6306125748109312),Spargus - Northern Spargus Gate
Path(5938703878848512),Location(5882643281346560),Location(4736790432841728),Aseridith Fort West Beach - Aseridith Village
Path(5941904289562624),Location(5546617318932480),Location(5532894400872448),Volantis - Volantis Arena
Path(5942709575745536),Location(6688516218290176),Location(5107539561938944),Script Town to Debuff Instance
Path(5945102596308992),Location(5822375170932736),Location(5325435842330624),Core - Gaurdian
Path(5945580213764096),Location(5903223313399808),Location(5365099076255744),Keep Hallway - Keep Hallway 2
Path(5947181395607552),Location(5183292001222656),Location(6253812801077248),Sewer Tunnel - Sewer Fork
Path(5951503013511168),Location(5662987243225088),Location(6503793394974720),Lizardfolk Marshland - Lizardfolk Hideout
Path(5952587115266048),Location(5560262966902784),Location(6015068596600832),Shadowy Steppe - Selene Plateau
Path(5954704536240128),Location(5934844607463424),Location(4809500160688128),Keep Grand Hall - Keep Kitchen
Path(5955250973835264),Location(5454216396537856),Location(6615857679040512),Gulch Valley Training Grounds - Gor'Grub Food Tent
Path(5955778636939264),Location(5018884570087424),Location(4787612225372160),Mother Base - Hidden Room
Path(5961972819427328),Location(6740904330133504),Location(4932267831984128),Hub to Smith
Path(5962717349543936),Location(4568630826369024),Location(5330831291973632),NHub - NTest2
Path(5963073319862272),Location(6548937896886272),Location(5543234394652672),Cemetery Entrance to the Pet Cemetery
Path(5963481350406144),Location(5806063024603136),Location(6180064303775744),Black Vanguard Camp Center - Black Forest: Battlefield
Path(5963639090053120),Location(5547869344366592),Location(5204779937562624),mobs_test
Path(5964522001006592),Location(4942707271139328),Location(4794925902200832),Aseridith Fort Gates - Aseridith Fort Courtyard 1
Path(5965099806228480),Location(5972680490614784),Location(6146845642326016),Entrance - Crypt with Hidden Passage
Path(5965201802788864),Location(5490839199416320),Location(4680955232518144),Boggart Shrine - Overgrown Path
Path(5966330381467648),Location(5668503994499072),Location(5159958928687104),Winding River - Winding River
Path(5967104662044672),Location(5709053514219520),Location(5820229883527168),Arena Hallway #7 - Arena Pit #4
Path(5967236603052032),Location(6306125748109312),Location(4792555382243328),Wastelander's Rest Stop Beer Link
Path(5968952441700352),Location(5989522382258176),Location(6062991287517184),Deep Emerald Jungle4 to Deep Emerald Jungle3
Path(5969297232887808),Location(6060000365510656),Location(5582269139910656),Trident - Ornate
Path(5970413581500416),Location(4516897327415296),Location(4922705701765120),fallen to stair
Path(5975936595394560),Location(5848481024966656),Location(5503932574466048),Labyrinth Entrance to The Labyrinth
Path(5977660473737216),Location(5655216743514112),Location(6060000365510656),Ornate - Pharoah
Path(5979686104465408),Location(4851296928530432),Location(5056691190104064),wastes 1-2
Path(5983444133740544),Location(5253289291546624),Location(5260096210731008),Shadowed Canyon - Clear Overlook
Path(5991917763952640),Location(5195262802264064),Location(4979283929333760),Mineshaft 1 to Mineshaft 2
Path(5993432393711616),Location(6295812922408960),Location(5942116728438784),Eastern to Death
Path(5993438039769088),Location(4527609808945152),Location(5355404457934848),Path to Forgotten Altar
Path(5993481215934464),Location(4548749310820352),Location(4580320541671424),Path to Expansive Cave
Path(5996119351885824),Location(6534321435312128),Location(5654313976201216),Desert - Sand Swept Valley
Path(5996322475737088),Location(6583792934322176),Location(5471573840494592),Aseridith Fort Inner Gate - Aseridith Fort Inner Western Wall
Path(5999888233398272),Location(4683731928875008),Location(6748028989341696),Mineshaft 5 to Mineshaft 6
Path(6001239856250880),Location(4548855862919168),Location(6496593936646144),Path to Study
Path(6002369217429504),Location(4888673191723008),Location(5824785070424064),Goblin Tent - Leader's Quarters
Path(6004691244679168),Location(5552716535300096),Location(4809500160688128),Keep Grand Hall - Keep Hallway 3
Path(6009402344603648),Location(5140503684186112),Location(6452473855213568),Planning to Hallway
Path(6009794269806592),Location(5737997062373376),Location(4809336524111872),Protector Cell
Path(6013841762156544),Location(6130580583874560),Location(5671707636924416),Castle Landing to Stairway
Path(6014658397339648),Location(6111874378104832),Location(5374351720841216),Darkwood 2 - Darkwood B7
Path(6017129547038720),Location(6079158806904832),Location(6430490084507648),Darkwood 5 - Darkwood 6
Path(6021973825028096),Location(5817171396526080),Location(5037373275504640),Long Hallway to Shrine
Path(6022143878889472),Location(4703217505009664),Location(4516897327415296),Jung to tomb
Path(6022804004667392),Location(5119380954284032),Location(5815082709680128),Ancient Tunnel - Ancient Tunnel
Path(6024947301351424),Location(4890621339762688),Location(5840939502272512),Rolling Dunes 4 - Rolling Dunes Shrine
Path(6025675355979776),Location(6002887601684480),Location(6317536905789440),Aseridith Fort Secret Passage 1 - Aseridith Fort Secret Passage 2
Path(6031471587360768),Location(5735665915396096),Location(4756749855752192),Tutorial 5 - Tutorial 6
Path(6032814095990784),Location(6729289851469824),Location(4685631031607296),Well-Traveled Trail - Nomad Camp Perimeter
Path(6036061929078784),Location(4808425252847616),Location(4682133618556928),Aseridith Fort Courtyard 2 - Aseridith Fort Church
Path(6036350088511488),Location(4650080137379840),Location(4562755466297344),Gnoll Farmlands -> Mortachiani Lake
Path(6038238125096960),Location(6130757089361920),Location(6676281873924096),Arena Pit Five to Hub
Path(6038842508312576),Location(5963670924296192),Location(5065774759673856),Siege Camp to Warchief Command Center
Path(6039789124190208),Location(5830085198479360),Location(5544079970795520),Script Arena Hallway #4 - Script Arena Pit #4
Path(6040203520638976),Location(6079158806904832),Location(5064948719288320),Darkwood 5 - Darkwood B3
Path(6041937173807104),Location(5159958928687104),Location(5576360370110464),Winding River - Winding River
Path(6043643352711168),Location(4673239279206400),Location(6673370652344320),Nomad Conclave 2 - Merchant's Tent
Path(6043911542800384),Location(5332203895521280),Location(5871393041285120),Raven Chapel to Valley
Path(6045675607293952),Location(4682546134646784),Location(6589065205907456),Crypt Hub - Lower Crypt
Path(6046383961276416),Location(5331082323951616),Location(6025776573972480),"Strange Empty Room 5, Strange Empty Room 2"
Path(6051887472181248),Location(6029236821295104),Location(5546617318932480),Volantis - Volantis Docks
Path(6052677075337216),Location(5628815342829568),Location(5133665877360640),Arena Pit 3A to Hallway 2A
Path(6055167442550784),Location(6519881741631488),Location(4612151846633472),Strange Room - Excavated Wall
